109 3.1497654334e-03 2.2769957507e-03 -9.5048273748e-04 9.9999999894e-01 -2.4897216329e-05 3.8046451122e-05 -6.8287058700e-06 
112 3.2364562252e-03 2.3396653586e-03 -9.7664281282e-04 9.9999999888e-01 -2.5582460815e-05 3.9093601152e-05 -7.0166519029e-06 
115 3.3231470169e-03 2.4023349664e-03 -1.0028028882e-03 9.9999999882e-01 -2.6267705300e-05 4.0140751183e-05 -7.2045979359e-06 
118 3.4098378086e-03 2.4650045742e-03 -1.0289629635e-03 9.9999999876e-01 -2.6952949786e-05 4.1187901213e-05 -7.3925439689e-06 
121 3.4965286004e-03 2.5276741820e-03 -1.0551230389e-03 9.9999999870e-01 -2.7638194271e-05 4.2235051242e-05 -7.5804900018e-06 
124 3.5832193921e-03 2.5903437898e-03 -1.0812831142e-03 9.9999999863e-01 -2.8323438757e-05 4.3282201272e-05 -7.7684360347e-06 
127 3.6699101839e-03 2.6530133976e-03 -1.1074431895e-03 9.9999999857e-01 -2.9008683242e-05 4.4329351302e-05 -7.9563820677e-06 
130 3.7566009756e-03 2.7156830055e-03 -1.1336032649e-03 9.9999999850e-01 -2.9693927728e-05 4.5376501332e-05 -8.1443281006e-06 
133 3.8432917674e-03 2.7783526133e-03 -1.1597633402e-03 9.9999999843e-01 -3.0379172213e-05 4.6423651361e-05 -8.3322741335e-06 
136 3.9299825591e-03 2.8410222211e-03 -1.1859234156e-03 9.9999999835e-01 -3.1064416698e-05 4.7470801391e-05 -8.5202201663e-06 
139 4.0166733509e-03 2.9036918289e-03 -1.2120834909e-03 9.9999999828e-01 -3.1749661183e-05 4.8517951421e-05 -8.7081661992e-06 
142 4.1033641426e-03 2.9663614367e-03 -1.2382435663e-03 9.9999999821e-01 -3.2434905669e-05 4.9565101450e-05 -8.8961122321e-06 
145 4.1900549344e-03 3.0290310446e-03 -1.2644036416e-03 9.9999999813e-01 -3.3120150154e-05 5.0612251479e-05 -9.0840582649e-06 
148 4.2767457261e-03 3.0917006524e-03 -1.2905637169e-03 9.9999999805e-01 -3.3805394639e-05 5.1659401509e-05 -9.2720042977e-06 
151 4.3634365178e-03 3.1543702602e-03 -1.3167237923e-03 9.9999999797e-01 -3.4490639124e-05 5.2706551538e-05 -9.4599503305e-06 
154 4.4501273096e-03 3.2170398680e-03 -1.3428838676e-03 9.9999999789e-01 -3.5175883609e-05 5.3753701567e-05 -9.6478963633e-06 
157 4.5368181013e-03 3.2797094758e-03 -1.3690439430e-03 9.9999999781e-01 -3.5861128094e-05 5.4800851596e-05 -9.8358423961e-06 
160 4.6235088931e-03 3.3423790837e-03 -1.3952040183e-03 9.9999999772e-01 -3.6546372578e-05 5.5848001625e-05 -1.0023788429e-05 
163 4.7101996848e-03 3.4050486915e-03 -1.4213640937e-03 9.9999999764e-01 -3.7231617063e-05 5.6895151654e-05 -1.0211734462e-05 
166 4.7968904766e-03 3.4677182993e-03 -1.4475241690e-03 9.9999999755e-01 -3.7916861548e-05 5.7942301682e-05 -1.0399680494e-05 
169 4.8835812683e-03 3.5303879071e-03 -1.4736842443e-03 9.9999999746e-01 -3.8602106033e-05 5.8989451711e-05 -1.0587626527e-05 
172 4.9702720601e-03 3.5930575149e-03 -1.4998443197e-03 9.9999999737e-01 -3.9287350517e-05 6.0036601740e-05 -1.0775572560e-05 
175 5.0569628518e-03 3.6557271227e-03 -1.5260043950e-03 9.9999999728e-01 -3.9972595002e-05 6.1083751768e-05 -1.0963518592e-05 
178 5.1436536435e-03 3.7183967306e-03 -1.5521644704e-03 9.9999999718e-01 -4.0657839486e-05 6.2130901796e-05 -1.1151464625e-05 
181 5.2303444353e-03 3.7810663384e-03 -1.5783245457e-03 9.9999999709e-01 -4.1343083971e-05 6.3178051825e-05 -1.1339410658e-05 
184 5.3170352270e-03 3.8437359462e-03 -1.6044846211e-03 9.9999999699e-01 -4.2028328455e-05 6.4225201853e-05 -1.1527356690e-05 
187 5.4037260188e-03 3.9064055540e-03 -1.6306446964e-03 9.9999999689e-01 -4.2713572939e-05 6.5272351881e-05 -1.1715302723e-05 
190 5.4904168105e-03 3.9690751618e-03 -1.6568047718e-03 9.9999999679e-01 -4.3398817423e-05 6.6319501909e-05 -1.1903248756e-05 
193 5.5771076023e-03 4.0317447697e-03 -1.6829648471e-03 9.9999999669e-01 -4.4084061907e-05 6.7366651937e-05 -1.2091194788e-05 
196 5.6637983940e-03 4.0944143775e-03 -1.7091249224e-03 9.9999999658e-01 -4.4769306392e-05 6.8413801964e-05 -1.2279140821e-05 
199 5.7504891858e-03 4.1570839853e-03 -1.7352849978e-03 9.9999999648e-01 -4.5454550876e-05 6.9460951992e-05 -1.2467086853e-05 
