0 4.1356721642e-04 2.4389149571e-04 -3.7602106829e-04 -4.1031675660e-06 -1.5693147569e-05 -4.2080538233e-06 
3 4.0842260479e-05 -8.2390644849e-06 -9.8236625333e-06 -3.7590813681e-07 -1.8790500956e-06 -5.2019324912e-07 
6 1.7822695918e-05 9.2414749964e-06 -4.4841160816e-05 -8.2083690769e-08 -3.0778653862e-07 -1.1579831028e-07 
9 2.6930456327e-05 1.2767976135e-05 -6.2294911149e-06 -2.4736929164e-07 1.2285121125e-07 3.5390071002e-08 
12 3.7143889324e-05 1.3194202887e-05 9.5163287004e-06 3.8882515974e-07 -1.8405045656e-06 -3.2851502245e-07 
15 -2.7112155941e-06 -2.3616140555e-05 -9.1780348215e-05 -8.6227916199e-07 9.8054618442e-07 -2.9603373839e-07 
18 4.4865920020e-05 -3.8970772896e-06 -7.6359291422e-05 -9.1130319843e-07 1.2751660163e-07 5.1164071736e-07 
21 6.2941455936e-05 -2.2360323819e-05 -2.8294808682e-05 -1.3528147245e-06 -7.8171913723e-07 -2.0818989222e-07 
24 1.2288917178e-05 4.7338219859e-05 2.1247130016e-05 1.5912819188e-06 -6.8565924254e-07 5.8778160031e-08 
27 2.2241351495e-05 -2.0242178050e-05 8.3224154436e-05 -9.0073516057e-07 -1.0947686500e-06 -5.3654606332e-07 
30 -4.8111397727e-06 -3.4266245097e-05 7.0346062307e-05 -9.1911609703e-07 -1.0500603253e-06 -1.6317439696e-06 
33 -1.9598921085e-05 1.1329195005e-06 -5.8905178150e-06 -4.1634946246e-07 -1.2813921737e-06 -9.6669152360e-07 
36 1.7274597903e-05 -1.3983014300e-05 7.9076645502e-06 -3.9516083041e-07 -9.5141493742e-07 -6.5526152830e-07 
39 3.5149284016e-05 -3.9564402593e-05 2.7073570870e-05 -1.3694099997e-06 -7.7466447182e-07 -9.3263533787e-07 
42 2.2673026291e-05 -6.5979600425e-06 2.6780316500e-05 -5.3874427807e-07 -5.1603439326e-07 -2.6627460724e-07 
45 -2.5247103478e-05 1.6029506363e-05 7.5283906001e-05 4.1730061094e-07 8.3084381201e-07 -4.2218138323e-07 
48 3.8570458298e-05 1.2128848582e-05 1.5022909969e-05 1.2574352063e-07 -2.7572600930e-07 2.9693518327e-07 
51 6.3645668980e-05 -2.5131814436e-05 4.4186570690e-05 -8.9275828510e-07 -3.2647168058e-07 -3.7225071710e-07 
54 1.9514140746e-05 -3.0539057794e-06 5.4000269455e-05 9.1631216767e-08 -3.9444894267e-07 -4.7608504842e-07 
57 -3.5476020748e-05 -1.0176797435e-05 1.4027412167e-05 -2.4415428185e-07 -1.5192410250e-06 -1.1303633848e-06 
60 3.7027440815e-05 9.3431396360e-06 5.9714065735e-05 -6.2665409461e-08 -9.3750036684e-07 -2.3062856470e-07 
63 9.9247696386e-06 -2.2153278453e-05 4.1386707789e-05 -1.3158286903e-06 -4.2382998242e-07 -1.8493169774e-07 
66 4.1982710054e-05 -8.4288430222e-06 3.0164842392e-06 -1.0718151398e-06 -8.1070959978e-07 4.2019861646e-08 
69 1.4332380370e-05 -5.2489698477e-06 -3.4620165106e-05 -5.0618522664e-07 -1.4263495968e-07 -1.0538359832e-07 
72 9.7327004014e-05 3.5741453961e-05 -4.8778662994e-05 8.9105903838e-07 -8.0057908221e-07 5.2232930000e-07 
75 6.1485655260e-05 4.1455447489e-05 -7.9195596504e-05 8.9061276449e-07 2.1894315897e-07 1.2350363376e-06 
78 9.1515311331e-06 2.4654784038e-05 1.9015953526e-06 3.6275110901e-07 2.9869280751e-08 -6.3118943615e-08 
81 -3.2487683419e-05 3.0544516120e-05 2.3266002192e-05 1.0990677689e-06 9.4466589641e-07 -6.5690689128e-07 
84 -1.6098196072e-05 3.0142187072e-05 -7.1197110989e-05 8.1564812832e-07 -8.4802309863e-07 -8.2452996221e-07 
87 -3.7875352664e-06 -1.2726658378e-05 -2.0212155725e-05 -6.3845305352e-07 -1.2725338663e-06 -1.2165855977e-06 
90 -1.6037991543e-05 -4.5739245326e-06 -2.1760247073e-05 -3.3071051695e-07 -1.5440731729e-06 -1.1376737420e-06 
93 9.8503367834e-06 9.4522768264e-06 2.2618772862e-06 -2.0700460924e-07 2.8881197804e-07 -2.2600975739e-07 
96 2.5372409529e-05 -2.6493524987e-06 1.8103477676e-05 -1.6476991204e-07 -4.5504498321e-07 1.1600546383e-07 
99 1.5408016921e-05 3.9020450765e-05 -5.3364364484e-05 2.8147338446e-07 1.0533416990e-06 9.7325948359e-07 
102 1.0127032373e-05 1.1914289002e-05 -6.8531861105e-06 5.0533531160e-07 -1.3697702207e-07 -2.9810866613e-07 
105 2.4777789895e-05 6.8413717386e-06 -2.6964158375e-05 -1.0057103590e-06 1.4304523545e-06 7.7977461618e-07 
108 -3.5910698738e-05 2.9701802012e-05 -4.5742779097e-05 1.0486976342e-06 -5.1558549900e-07 -3.2238433715e-07 
111 7.4760138288e-05 -2.7511879971e-06 -1.5407588702e-05 -5.8091856934e-07 -1.2318096842e-06 -3.8649003925e-07 
114 1.8178997212e-05 3.7706423223e-05 -1.7388569086e-05 1.4439259302e-06 8.2691810400e-07 1.0037152778e-06 
117 -6.6076727742e-05 1.0277328970e-05 -1.5830966807e-05 6.7982575686e-07 3.9470163687e-08 -8.3189341408e-07 
120 -1.0375584515e-06 -8.2562942035e-06 -5.6446778836e-05 -2.4482902675e-07 -5.9300048160e-07 -5.2241714312e-07 
123 5.4355540853e-05 1.2117144011e-05 -2.6451819947e-05 1.5415688548e-07 -9.3908617001e-07 3.7453624123e-07 
126 4.4016037828e-05 6.5819477767e-05 -1.3474191307e-04 8.6898965508e-07 3.6770158549e-06 3.1607820402e-06 
129 4.7972828667e-05 -1.2147337385e-05 -1.4453539119e-06 -6.4954941427e-08 -1.8421355587e-06 -5.2773335454e-07 
